Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV2753;Western Mediterranean;M?iterran? occidentale;Westliches Mittelmeer;;Mediterr?eo Occidental;;;;;;;;;
PROV2754;Barbary Coast;C?e barbare;Barbary-K?te;;Costa de Berber?;;;;;;;;;
PROV2755;Cape Bon;Cap Bon;Cape Bon;;Cape Bon;;;;;;;;;
PROV2756;Tyrrhenian Sea;Mer Tyrrh?ienne;Tyrrhenische See;;Mar Tirreno;;;;;;;;;
PROV2757;Bay of Naples;Baie de Naples;Bucht von Neapel;;Bah? de N?oles;;;;;;;;;
PROV2758;Gulf of Gabes;Golfe de Gab?;Golf von Gabes;;Golfo de Gabes;;;;;;;;;
PROV2759;Malta Channel;Canal de Malte;Maltakanal;;Canal de Malta;;;;;;;;;
PROV2760;Straits of Messina;D?roit de Messine;Stra? von Messina;;Estrecho de Messina;;;;;;;;;
PROV2761;Gulf of Venice;Golfe de Venise;Golf von Venedig;;Golfo de Venecia;;;;;;;;;
PROV2762;Adriatic Sea;Mer Adriatiaque;Adria;;Mar Adri?ico;;;;;;;;;
PROV2763;Straits of Otranto;D?roit d'Otrante ;Stra? von Otranto;;Estrecho de Otranto;;;;;;;;;
PROV2764;Gulf of Taranto;Golfe de Tarente;Golf von Taranto;;Golfo de Tarento;;;;;;;;;
PROV2765;Ionian Sea;Mer Ionienne;Ionisches Meer;;Mar J?ico;;;;;;;;;
PROV2766;Gulf of Sirte;Golfe de Syrte;Golf von Sirte;;Golfo de Sirte;;;;;;;;;
PROV2767;Gulf of Tobruk;Golfe de Tobrouk;Golf von Tobruk;;Golfo de Tobruk;;;;;;;;;
PROV2768;Bay of Alexandria;Baie d'Alexandrie;Bucht von Alexandria;;Bah? de Alejandria;;;;;;;;;
PROV2769;Palestinian Coast;C?e palestinienne;K?te von Pal?tina;;Costa de Palestina;;;;;;;;;
PROV2770;Gulf of Cyprus;Golfe de Chypre;Golf von Cyprus;;Golfo de Chipre;;;;;;;;;
PROV2771;Sea of Crete;Mer de Cr?e;Kretisches Meer;;Mar de Creta;;;;;;;;;
PROV2772;Aegean Sea;Mer Eg?;??s;;Mar Egeo;;;;;;;;;
PROV2773;Sea of Marmara;Mer de Marmara;See von Marmara;;Mar de M?mara;;;;;;;;;
PROV2774;Gulf of Varna;Golfe de Varna;Golf von Varna;;Golfo de Varna;;;;;;;;;
PROV2775;Gulf of Odessa;Golfe d'Odessa;Golf von Odessa;;Golfo de Odessa;;;;;;;;;
PROV2776;Sea of Azov;Mer d'Azov;Asowsches Meer;;Mar de Azov;;;;;;;;;
PROV2777;Eastern Black Sea;Mer Noire orientale;?tliches Schwarzmeer;;Mar Negro oriental;;;;;;;;;
PROV2778;Lake Balaton;Lac Balaton;Balaton-See;;Lago Balat?;;;;;;;;;
PROV2779;Caspian Sea;Mer Caspienne;Kaspisches Meer;;Mar Caspio;;;;;;;;;
PROV2780;Aral Sea;Mer d'Aral;Aralsee;;Mar de Aral;;;;;;;;;
PROV2781;Gulf of Suez;Golfe de Suez;Golf von Suez;;Golfo de Suez;;;;;;;;;
PROV2782;Red Sea;Mer Rouge;Rotes Meer;;Mar Rojo;;;;;;;;;
PROV2783;Straits of Obokk;D?roit d'Obock;Stra? von Obokk;;Estrecho de Obokk;;;;;;;;;
PROV2784;Bal el Mandeb;Bab-el-Mandeb;Bal el Mandeb;;Bal el Mandeb;;;;;;;;;
PROV2785;Coast of Mascate;C?e de Mascate ;K?te von Mascate;;Costa de Mascate;;;;;;;;;
PROV2788;Persian Gulf;Golfe Persique;Persischer Golf;;Golfo P?sico;;;;;;;;;
PROV2789;Gulf of Indus;Golfe de l'Indus;Golf von Indus;;Golfo del Indo;;;;;;;;;
PROV2790;Gulf of Gujarat;Golfe du Gujarat;Golf von Gujarat;;Golfo de Gujarat;;;;;;;;;
PROV2791;Laquedive Islands;?es Laquedives;Laquedive-Inseln;;Islas Laquedivas;;;;;;;;;
PROV2792;Coast of Malabar;C?e de Malabar;K?te von Malabar;;Costa de Malabar;;;;;;;;;
PROV2793;Comorin Cape;Cap Comorin;Kap Comorin;;Cabo Comorin;;;;;;;;;
PROV2794;Coast of Caramandel;C?e de Caramandel;K?te von Caramandel;;Costa de Caramandel;;;;;;;;;
PROV2795;Coast of Orissa;C?e d'Orissa;K?te von Orissa;;Costa de Orissa;;;;;;;;;
PROV2796;Ganges Delta;Delta du Gange;Gangesdelta;;Delta del Ganges;;;;;;;;;
PROV2797;Akyab Bay;Baie d'Akyab;Akyab-Bucht;;Bah? de Akyab;;;;;;;;;
PROV2798;Irrawady Delta;Delta d'Irrawaddy;Irrawadydelta;;Delta de Irrawady;;;;;;;;;
PROV2799;Andaman Sea;Mer d'Andaman;Andaman-See;;Mar de Andam?;;;;;;;;;
PROV2800;Mergui Archipelago;Archipel de Mergui ;Mergui-Archipel;;Archipi?ago de Mergui;;;;;;;;;
PROV2801;Straits of Malacca;D?roit de Malacca;Stra? von Malacca;;Estrecho de Malacca;;;;;;;;;
PROV2804;Coast of Sumatra;C?e de Sumatra;K?te von Sumatra;;Costa de Sumatra;;;;;;;;;
PROV2805;Sunda Strait;D?roit de Sunda ;Sundastra?;;Estrecho de Sunda;;;;;;;;;
PROV2806;Coast of Java;C?e de Java;K?te von Java;;Costa de Java;;;;;;;;;
PROV2808;Straits of Lombok;D?roit de Lombok;Stra? von Lombok;;Estrecho de Lombok;;;;;;;;;
PROV2809;Timor Sea;Mer de Timor;Timorsee;;Mar de Timor;;;;;;;;;
PROV2812;Straits of Makassar;D?roit de Makassar;Stra? von Makassar;;Estrecho de Makassar;;;;;;;;;
PROV2815;Malayan Sea;Mer de Malaisie;Malayasee;;Mar de Malasia;;;;;;;;;
PROV2816;Coast of Sarawak;C?e de Sarawak;K?te von Sarawak;;Costa de Sarawak;;;;;;;;;
PROV2817;Mekong Delta;Delta du M?ong;Mekongdelta;;Delta del Mekong;;;;;;;;;
PROV2818;Gulf of Siam;Golfe du Siam;Golf von Siam;;Golfo de Siam;;;;;;;;;
PROV2819;Cam Ranh Bay;Baie de Cam Ranh;Cam Ranh Bay;;Bah? de Cam Ranh;;;;;;;;;
PROV2820;South China Sea;Mer de Chine m?idionale;S?chinesisches Meer;;Mar de la China meridional;;;;;;;;;
PROV2821;Coast of Brunei;C?e du Brunei;K?te von Brunei;;Costa de Brunei;;;;;;;;;
PROV2822;Coast of Annam;C?e d'Annam;K?te von Annam;;Costa de Annam;;;;;;;;;
PROV2823;Gulf of Tonkin;Golfe du Tonkin;Golf von Tonkin;;Golfo de Tonk?;;;;;;;;;
PROV2824;Guangzhou Bay;Baie de Canton;Guangzhou Bay;;Bah? de Guangzhou;;;;;;;;;
PROV2825;Taiwan Strait;D?roit de Ta?an;Taiwanstra?;;Estrecho de Taiwan;;;;;;;;;
PROV2826;Yang Tse Delta;Delta du Yangts?Yangtsedelta;;Delta del Yang Tse;;;;;;;;;
PROV2827;Yellow Sea;Mer Jaune;gelbes Meer;;Mar Amarillo;;;;;;;;;
PROV2828;Korea Bay;Baie de Cor?;Koreanische Bucht;;Bah? de Corea;;;;;;;;;
PROV2829;South Korean Sea;Mer de Cor? m?idionale;S?koreanisches Meer;;Mar de Corea del Sur;;;;;;;;;
PROV2832;Tatar Straits;D?roit des Tatars;Tatarstra?;;Estrecho de Tatar;;;;;;;;;
PROV2833;Amur Delta;Delta d'Amur;Amurdelta;;Delta del Amur;;;;;;;;;
PROV2835;Bay of Komenskoie;Baie de Komenskoie;Bucht von Komenskoie;;Bah? de Komenskoie;;;;;;;;;
PROV2840;Tsugaru Strait;D?roit de Tsugaru ;Tsugarustra?;;Estrecho de Tsugaru ;;;;;;;;;
PROV2841;Sea of Japan;Mer du Japon;Japanisches Meer;;Mar del Jap?;;;;;;;;;
PROV2842;Amakusa Sea;Mer d'Amakusa ;Amakusa-See;;Mar de Amakusa;;;;;;;;;
PROV2844;Tokai Sea;Mer du Tokai;Tokaisee;;Mar de Tokai;;;;;;;;;
PROV2845;Ryukyu Islands;?es Ryukyu;Ryukyu-Inseln;;Islas Ryukyu;;;;;;;;;
PROV2846;Luzon Strait;D?roit de Lu?n;Luzonstra?;;Estrecho de Luz?;;;;;;;;;
PROV2847;Paracel Islands;?es Paracel;Paracelinseln;;Islas Paracel;;;;;;;;;
PROV2848;Manila Bay;Baie de Manille;Bucht von Manila;;Bah? de Manila;;;;;;;;;
PROV2849;Coast of Luzon;C?e de Lu?n;K?te von Luzon;;Costa de Luzon;;;;;;;;;
PROV2850;Gulf of Leyte;Golfe de Leyte;Golf von Leyte;;Golfo de Leyte;;;;;;;;;
PROV2851;Sulu Sea;Mer de Sulu;Sulusee;;Mar de Sul?;;;;;;;;
PROV2854;Sea of Banda;Mer de Banda;See von Banda;;Mar de Banda;;;;;;;;;
PROV2855;Philippine Sea;Mer des Philippines;Philippinische See;;Mar de Filipinas;;;;;;;;;
PROV2858;Vilian Strait;D?roit de Vilian;Vilianstra?;;Estrecho de Vilian ;;;;;;;;;
PROV2859;Trobrian Islands;?es Trobriand;Trobrian-Inseln;;Islas Trobrian;;;;;;;;;
PROV2860;Torres Strait;D?roit de Torres;Torresstra?;;Estrecho de Torres;;;;;;;;;
PROV2861;Arafuam Sea;Mer d'Arafuam;Arafuam-See;;Mar de Arafuam ;;;;;;;;;
PROV2863;Gulf of Carpentaria;Golfe de Carpentarie ;Gof von Carpentaria;;Golfo de Carpentaria;;;;;;;;;
PROV2864;Great Barrier Reef;Grande barri?e de corail;Gro?s Barrier-Riff;;Gran Barrera de Arrecifes;;;;;;;;;
PROV2865;Capricorn Bay;Baie du Capricorne;Capricorn-Bucht;;Bah? de Capricorn ;;;;;;;;;
PROV2866;Cape Howe;Cap Howe;Cape Howe;;Cabo Howe;;;;;;;;;
PROV2867;Bass Strait;D?roit de Bass;Bass-Stra?;;Estrecho de Bass;;;;;;;;;
PROV2868;Kangaroo Island;?e Kangourou;Kangaroo Island;;Isla de los Canguros;;;;;;;;;
PROV2869;Couple's Bay;Grande baie australienne;Gro? Australische Bucht;;Gran Bah? Australiana;;;;;;;;;
PROV2870;Cape Leeuwin;Cap Leeuwin;Cape Leeuwin;;Cabo Leeuwin;;;;;;;;;
PROV2871;Shark Bay;Baie Shark;Shark Bay;;Bah? del Tibur?;;;;;;;;;
PROV2872;Northwest Cape;Cap Nord-Ouest;Northwest Cape;;Cabo Noroeste;;;;;;;;;
PROV2873;King Sound;King Sound;King Sound;;King Sound;;;;;;;;;
PROV2874;Tasman Plateau;Plateau de Tasmanie;Tasmanische Plateau;;Plataforma de Tasman;;;;;;;;;
PROV2875;Toogee Ridge;La cr?e de Toogee;Toogee Grat;;Cresta de Toogee;;;;;;;;;
PROV2876;Cook Strait;D?roit de Cook;Cookstra?;;Estrecho de Cook;;;;;;;;;
PROV2877;Northern Tasman Sea;Mer de Tasmanie septentrionale;N?dliche Tasmanische See;;Mar de Tasmania Septentrional;;;;;;;;;
PROV2878;Cape Farewell;Cap Farvel;Cape Farewell;;Cabo Farewell;;;;;;;;;
PROV2879;Coast of New Sjaelland;C?e de la Nouvelle-Z?ande;K?te von Neuseeland;;Costa de Nueva Zelanda;;;;;;;;;
PROV2880;Southern Tasman Sea;Sud de la mer Tasman;S?liche Tasmanische See;;Sur del mar de Tasmania;;;;;;;;;
PROV2881;Canterbury Bight;Canterbury Bight;Canterbury-Bucht;;Canterbury Bight;;;;;;;;;
PROV2882;New Caledonian Sea;Mer de Nouvelle-Cal?onie;Neukaledonische See;;Mar de Nueva Caledonia;;;;;;;;;
PROV2883;Coral Sea;Mer de Corail;Korallensee;;Mar del Coral;;;;;;;;;
PROV2884;Gilbert Sea;Mer de Gilbert;Gilbertsee;;Mar de Gilbert;;;;;;;;;
PROV2885;Solomon Sea;Mer des Salomon;Solomon-See;;Mar de las Salom?;;;;;;;;;
PROV2886;Nauru Island;?e de Nauru;Nauru;;Isla de Nauru ;;;;;;;;;
PROV2887;Melanesia Sea;Mer de M?an?ie;Melanesische See;;Mar de Melanesia ;;;;;;;;;
PROV2888;Micronesia Sea;Mer de Micron?ie;Mikronesische See;;Mar de Micronesia ;;;;;;;;;
PROV2889;Philippine Trench;Faille Philippine;Philippinengraben;;Fosa de las Filipinas;;;;;;;;;
PROV2890;Philippine Basin;Bassin Philipin;Philippinenbecken;;Cuenca de las Filipinas;;;;;;;;;
PROV2891;Tinian Sea;Mer de Tinian;Tinian-See;;Mar de Tinian;;;;;;;;;
PROV2892;Iwo Jima Sea;Mer d'Iwo Jima;Iwo Jima-See;;Mar de Iwo Jima ;;;;;;;;;
PROV2893;Taihei Ocean;Oc?n de Taihei;Taihei-Ozean;;Oc?no de Taihei;;;;;;;;;
PROV2894;The Kuriles;?es Kouriles;Kurilen;;Las Kuriles;;;;;;;;;
PROV2895;Bay of Uka;Baie d'Uka;Bucht von Uka;;Bah? de Uka;;;;;;;;;
PROV2896;Bay of Oljut;Baie d'Oljut;Bucht von Oljut;;Bah? de Oljut;;;;;;;;;
PROV2897;Bay of Anadyr;Baie d'Anadyr;Bucht von Anadyr;;Bah? de Anadyr;;;;;;;;;
PROV2898;Yekaterina Plains;Plaines d'Ekaterina;Jekaterina-Ebene;;Litoral de Yekaterina;;;;;;;;;
PROV2899;Horn of Africa;Corne de l'Afrique;Horn von Afrika;;Cuerno de ?rica;;;;;;;;;
PROV2900;Coast of Pepper;C?e de Pepper;Pfefferk?te;;Costa de la Pimienta;;;;;;;;;
PROV2901;Zanzibar Strait;Canal de Zanzibar;Sansibarstra?;;Estrecho de Zanz?ar;;;;;;;;;
PROV2902;Mozambique Channel;Canal du Mozambique;Mosambik-Kanal;;Canal de Mozambique;;;;;;;;;
PROV2903;Diego Suarez Bay;Baie de Diego-Suarez;Diego Suarez-Bucht;;Bah? de Diego Su?ez ;;;;;;;;;
PROV2904;Western Arabian Sea;Mer d'Arabie occidentale;Westarabische See;;Mar Ar?igo occidental;;;;;;;;;
PROV2905;Eastern Arabian Sea;Mer d'Arabie orientale;Ostarabische See;;Mar Ar?igo oriental;;;;;;;;;
PROV2906;The Seychelles;Seychelles;Seychellen;;Las Seychelles;;;;;;;;;
PROV2907;Coast of Tamatave;C?e de Tamatave;K?te von Tamatave;;Costa de Tamatave;;;;;;;;;
PROV2908;The Mascareignes;Mascareignes;Mascareignen;;Las Mascareignes;;;;;;;;;
PROV2909;Gulf of Zambeze;Golfe du Zamb?e;Golf von Zambeze;;Golfo de Zambeze;;;;;;;;;
PROV2910;Coast of Natal;C?e de Natal;K?te von Natal;;Costa de Natal;;;;;;;;;
PROV2911;Mozambique Plateau;;;;;;;;;;;;;
PROV2912;Transkei Basin;;;;;;;;;;;;;
PROV2913;Agulhas Bank;;;;;;;;;;;;;
PROV2914;Coast of Namibia;C?e de Namibie;K?te von Namibia;;Costa de Namibia;;;;;;;;;
PROV2915;Coast of Angola;C?e d'Angola;K?te von Angola;;Costa de Angola;;;;;;;;;
PROV2916;Gulf of Kongo;Golfe du Congo;Kongo-Golf;;Golfo del Congo;;;;;;;;;
PROV2917;Coast of Cameroon;C?e du Cameroun;K?te von Kamerun;;Costa de Camer?;;;;;;;;;
PROV2919;Gold Coast;C?e d'Or;Goldk?te;;Costa de Oro;;;;;;;;;
PROV2920;Ivory Coast;C?e-d'Ivoire;Elfenbeink?te;;Costa de Marfil;;;;;;;;;
PROV2923;Mauritanian Coast;C?e mauritanienne;K?te von Mauritanien;;Costa de Mauritania;;;;;;;;;
PROV2924;Kilabian Sea;C?e canarienne;Kanarische See;;Mar de las Canarias;;;;;;;;;
PROV2925;Coast of Morocco;C?e du Maroc;K?te von Marokko;;Costa de Marruecos;;;;;;;;;
PROV2926;Jan Mayen Sea;Mer ce Jan Mayen;Jan-Mayen-See;;Mar de Jan Mayen ;;;;;;;;;
PROV2927;Spitzberg Sea;Mer de Spitzberg;See von Spitzbergen;;Mar de Spitzberg ;;;;;;;;;
PROV2928;Icelandic Sea;Mer d'Islande;Islandmeer;;Mar de Islandia;;;;;;;;;
PROV2929;Shetland Straits;D?roit des Shetland;Shetlandstra?;;Estrecho de Shetland;;;;;;;;;
PROV2930;Coast of Iceland;C?e d'Islande;K?te von Island;;Costa de Islandia;;;;;;;;;
PROV2931;Northeastern Atlantic;Altantique Nord-Est;Nrdostatlantik;;Atl?tico Nororiental;;;;;;;;;
PROV2932;Rockall;Rockall;Rockall;;Rockall;;;;;;;;;
PROV2933;Denmark Strait;D?roit du Danemark;Stra? von D?emark;;Estrecho de Dinamarca;;;;;;;;;
PROV2934;Eastern Coast of Greenland;C?e orientale du Gr?land;Ostk?te Gr?lands;;Costa de Groenlandia Oriental;;;;;;;;;
PROV2935;Western Coast of Greenland;C?e occidentale du Gr?land;Westk?te Gr?lands;;Costa de Groenlandia Occidental;;;;;;;;;
PROV2936;Labrador Strait;D?roit du Labrador;Labradorstra?;;Estrecho de Labrador;;;;;;;;;
PROV2937;Faolain Bay;Baie de Baffin;Baffin Bay;;Bah? de Baffin;;;;;;;;;
PROV2938;Hudson Straits;D?roit d'Hudson;Hudsonstra?;;Estrecho de Hudson;;;;;;;;;
PROV2939;James Bay;Baie de James;James Bay;;Bah? de James ;;;;;;;;;
PROV2940;Western Tomhrair Bay;Baie d'Hudson occidentale;West-Hudson Bay;;Bah? de Hudson Occidental;;;;;;;;;
PROV2941;Eastern Tomhrair Bay;Baie d'Hudson orientale;Ost-Hudson Bay;;Bah? de Hudson Oriental;;;;;;;;;
PROV2942;Foxe Basin;Bassin de Foxe;Foxe Basin;;Foxe Basin;;;;;;;;;
PROV2943;Gulf of St. Lawrence;Golfe du Saint-Laurent;Golf von St. Lawrence;;Golfo de San Lawrence;;;;;;;;;
PROV2944;Cabot Strait;D?roit de Cabot;Cabot-Stra?;;Estrecho de Caboto;;;;;;;;;
PROV2945;Gulf of Acadia;;;;;;;;;;;;;
PROV2946;Strait of Belle Isle;D?roit de Belle Isle;Stra? von Belle Isle;;Estrecho de Belle Isle;;;;;;;;;
PROV2947;Fortune Bay;Baie de Fortune;Fortune Bay;;Bah? de Fortune;;;;;;;;;
PROV2948;Notre Dame Bay;Baie de Notre Dame;Notre Dame Bay;;Bah? de Notre Dame;;;;;;;;;
PROV2949;Labrador Basin;;;;;;;;;;;;;
PROV2950;Evlanov Seamount;;;;;;;;;;;;;
PROV2951;Hecala Seamount;Mont sous-marin de Hecala;Hecala Seamount;;Plataformas de Hecala;;;;;;;;;
PROV2952;Champlain Bay;Baie du Massachusetts;Massachusetts Bay;;Bah? de Massachusetts ;;;;;;;;;
PROV2955;Coast of Ayllónia;C?e de Caroline;K?te von Carolina;;Costa de Carolina;;;;;;;;;
PROV2956;Blake Plateau;;;;;;;;;;;;;
PROV2957;Coast of the Bahamas;C?e des Bahamas;K?te der Bahamas;;Costa de las Bahamas;;;;;;;;;
PROV2958;Florida Straits;D?roit de Floride;Floridastra?;;Estrecho de Florida;;;;;;;;;
PROV2959;Apalachee Bay;Baie d'Apalachee;Apalachee Bay;;Bah? de los Apalaches ;;;;;;;;;
PROV2960;Mobile Bay;Baie de Mobile;Mobile Bay;;Bah? de Mobile ;;;;;;;;;
PROV2961;Galveston Bay;Baie de Galveston ;Galveston Bay;;Bah? de Galveston ;;;;;;;;;
PROV2962;Tampico Bay;Baie de Tampico;Tampico Bay;;Bah? de Tampico ;;;;;;;;;
PROV2963;Yucatan Sea;Mer du Yucatan;Yucatansee;;Mar de Yucat? ;;;;;;;;;
PROV2964;Gulf of Mexico;Golfe du Mexique;Golf von Mexico;;Golfo de M?ico;;;;;;;;;
PROV2965;Yucatan Channel;Canal du Yucatan;Yucatankanal;;Canal de Yucat?;;;;;;;;;
PROV2966;Gulf of Belice;;;;;;;;;;;;;
PROV2967;Guaimura Rise;;;;;;;;;;;;;
PROV2968;Coast of Desolation;;;;;;;;;;;;;
PROV2969;Caiman Trench;;;;;;;;;;;;;
PROV2970;Coast of Abundance;;;;;;;;;;;;;
PROV2971;Yucatán Basin;;;;;;;;;;;;;
PROV2972;Gulf of Welser;;;;;;;;;;;;;
PROV2973;Bonere Basin;;;;;;;;;;;;;
PROV2974;Central Antillean Sea;;;;;;;;;;;;;
PROV2975;Antillean Basin;;;;;;;;;;;;;
PROV2976;Welserland Basin;;;;;;;;;;;;;
PROV2977;Caicos Bank;;;;;;;;;;;;;
PROV2978;Great Bahama Bank;;;;;;;;;;;;;
PROV2979;Sankt Hans Trench;;;;;;;;;;;;;
PROV2980;Guiana Coast;C?e de Guyane;K?te von Guyana;;Costa de Guyana;;;;;;;;;
PROV2981;Coast of Dumarani;?e d'Amapa;K?te von Amapa;;Costa de Amapa;;;;;;;;;
PROV2982;Maranian Gulf;Golfe d'Amazonas;Amazonas-Golf;;Golfo del Amazonas;;;;;;;;;
PROV2983;Coast of Kuto Wolof;C?e du Br?il;K?te von Brazil;;Costa de Brasil;;;;;;;;;
PROV2984;Rocky Coast;C?e de Recife;K?te von Recife;;Costa de Recife;;;;;;;;;
PROV2985;Coast of Kibaru;C?e de Pernambuc;K?te von Pernambuco;;Costa de Pernambuco;;;;;;;;;
PROV2986;Bay of Guanani;Baie de Todos Santos;Todos Santos-Bucht;;Bah? de Todos los Santos ;;;;;;;;;
PROV2987;Slaver Sea;Rio de Janeiro;Rio de Janeiro;;R? de Janeiro;;;;;;;;;
PROV2988;Còsta de Sant Pèire;Baia Parangua;Baia Parangua;;Baia Parangua;;;;;;;;;
PROV2989;Riu de la Placa;Rio de la Plata;Rio De La Plata;;R? de la Plata;;;;;;;;;
PROV2990;Baia Blanca;Bahia Blanca;Bahia Blanca;;Bah? Blanca;;;;;;;;;
PROV2991;Eastern Patagonian Coast;C?e de Patagonie;K?te von Patagonia;;Costa de la Patagonia;;;;;;;;;
PROV2992;Magellan Strait;D?roit de Magellan;Magellanstra?;;Estrecho de Magallanes;;;;;;;;;
PROV2993;Western Patagonian Coast;C?e chilienne m?idionale;S?chilenische K?te;;Costa meridional de Chile;;;;;;;;;
PROV2994;Coast of Chiloe;C?e du Chili;K?te von Chile;;Costa de Chile;;;;;;;;;
PROV2995;Atacama Coast;C?e d'Atacama;Atacama-K?te;;Costa de Atacama;;;;;;;;;
PROV2996;Sahramil Coast;C?e d'Antofagasta ;Antofagasta-K?te;;Costa de Antofagasta;;;;;;;;;
PROV2997;Arikuybay Bay;Baie d'Arequipa;Arequipa Bay;;Bah? de Arequipa;;;;;;;;;
PROV2998;Coast of Biru;C?e du P?ou;K?te von Peru;;Costa de Per?;;;;;;;;
PROV2999;Guwayakyl Bay;Baie de Guayaquil;Guayaquil-Bucht;;Bah? de Guayaquil ;;;;;;;;;
PROV3000;Coast of Kytu;C?e d'?uateur;K?te von Ecuador;;Costa de Ecuador;;;;;;;;;
PROV3001;Gulf of Barzakh;Golfe de Panama;Golf von Panama;;Golfo de Panam?;;;;;;;;
PROV3002;Bay of Costa Rica;Baie de Costa Rica;Costa Rica-Bucht;;Bah? de Costa Rica;;;;;;;;;
PROV3003;Acapulco Bay;Baie d'Acapulco;Acapulco-Bucht;;Bah? de Acapulco;;;;;;;;;
PROV3004;Manzanilla Bay;Baie de Manzanilla;Manzanilla-Bucht;;Bah? de Manzanilla;;;;;;;;;
PROV3005;Mazatlan Bay;Baie de Mazatlan;Mazatlan-Bucht;;Bah? de Mazatl? ;;;;;;;;;
PROV3006;Gulf of California;Golfe de Californie;Golf von Kalifornien;;Golfo de California;;;;;;;;;
PROV3007;Coast of Baja;C?e de Baja;K?te von Baja;;Costa de Baja;;;;;;;;;
PROV3008;Santa Catalina Islands;?e de Santa Catalina;Santa Catalina-Inseln;;Islas de Santa Catalina;;;;;;;;;
PROV3009;Coast of California;C?e de Californie;K?te von Kalifornien;;Costa de California;;;;;;;;;
PROV3010;Coast of Orejón;C?e d'Oregon;K?te von Oregon;;Costa de Oreg?;;;;;;;;;
PROV3011;Coast of Nutka;C?e de Columbia;K?te von Kolumbien;;Costa de Columbia;;;;;;;;;
PROV3012;Hecate Strait;D?roit d'Hecate;Hecatestra?;;Estrecho de Hecate ;;;;;;;;;
PROV3013;Gulf of Alaska;Golfe d'Alaska;Golf von Alaska;;Golfo de Alaska;;;;;;;;;
PROV3014;Coast of Alaska;C?e d'Alaska;K?te von Alaska;;Costa de Alaska;;;;;;;;;
PROV3015;Kuskowim Bay;Baie de Kuskokwim;Kuskowim-Bucht;;Bah? de Kuskowim ;;;;;;;;;
PROV3016;Hatton Bank;Banc Hatton;Hatton Bank;;Hatton Bank;;;;;;;;;
PROV3017;Eastern Gibbs Fracture;Fracture Gibbs orientale;Eastern Gibbs Fracture;;Fractura de Gibbs oriental;;;;;;;;;
PROV3018;Western Gibbs Fracture;Fracture Gibbs occidentale;Western Gibbs Fracture;;Fractura de Gibbs occidental;;;;;;;;;
PROV3019;Iberian Shelf;Talus ib?ique;Iberischer Festlandsockel;;Plataforma Ib?ica;;;;;;;;;
PROV3020;Sea of Azores;Mer des A?res;Azorensee;;Mar de Azores;;;;;;;;;
PROV3021;Corner Seamounts;Monts sous-marins de Corner;Corner Seamounts;;Plataforma de Corner;;;;;;;;;
PROV3022;New England Seamounts;Monts sous-marins de Nlle-Angleterre;New England Seamounts;;Plataforma de Nueva Inglaterra;;;;;;;;;
PROV3023;Sable Island Bank;Banc de l'?e de Sable;Sable Island Bank;;Ribera de la Isla de Sable;;;;;;;;;
PROV3024;Blake Plateau;Plateau de Blake;Blake Plateau;;Plataforma de Blake;;;;;;;;;
PROV3025;West Bermuda Sea;Mer des Bermudes occidentale;West-Bermudasee;;Mar de Bermuda Occidental;;;;;;;;;
PROV3026;East Bermuda Sea;Mer des Bermudes orientale;Ost-Bermudasee;;Mar de Bermuda Oriental;;;;;;;;;
PROV3027;Kilab Current;Courant des Canaries;Kanarenstrom;;Corriente de las Canarias;;;;;;;;;
PROV3028;Northern Guiana Basin;Bassin de Guyane septentrional;Nordguiana-Becken;;Cuenca septentrional de las Guayanas;;;;;;;;;
PROV3029;Guiana Basin;Bassin de Guyane;Guianabecken;;Cuenca de las Guyanas;;;;;;;;;
PROV3030;Southern Guiana Basin;Bassin de Guyane m?idional;S?guianabecken;;Cuenca meridional de las Guayanas;;;;;;;;;
PROV3031;Kilab Approach;Approche des Canaries;Canary Approach;;Costas de las Canarias;;;;;;;;;
PROV3032;Netebara Approach;Approche du Cap-Vert;Cap Verde Approach;;Costas de Cabo Verde;;;;;;;;;
PROV3033;Cruiser Tablemount;Guyot du Cruiser;Cruiser Tablemount;;Meseta marina Cruiser;;;;;;;;;
PROV3034;Barracuda Fracture Zone;Zone de fracture de Barracuda;Barracuda-Frakturzone;;Zona de fractura de Barracuda;;;;;;;;;
PROV3035;Eastern Sargasso Sea;Mer des Sargasses orientale;Ost-Sargassosee;;Mar de los Sargazos Oriental;;;;;;;;;
PROV3036;Central Sargasso Sea;Mer des Sargasses centrale ;Zentral-Sargassosee;;Mar de los Sargazos Central;;;;;;;;;
PROV3037;Gunagere Islands;Faille de Romanche;Romanche-Graben;;Paso de Romanche;;;;;;;;;
PROV3038;East Guinea Basin;Bassin de Guin? orientale;Ostguinea-Becken;;Cuenca de Guinea Oriental;;;;;;;;;
PROV3039;West Guinea Basin;Bassin de Guin? occidentale;Westguinea-Becken;;Cuenca de Guinea Occidental;;;;;;;;;
PROV3040;Antartide Sea;Mer d'Argentine;Argentinische See;;Mar Argentino;;;;;;;;;
PROV3042;Cornet Bank;Banc de Cornet;Cornet Bank;;Ribera de Cornet;;;;;;;;;
PROV3043;Vema Channel;Canal de Vema ;Vemakanal;;Canal de Vema;;;;;;;;;
PROV3044;South Kibaru Basin;Bassin du Br?il m?idional;S?brasilianisches Becken;;Cuenca meridional de Brasil;;;;;;;;;
