Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
AST_colonize_interior_2_desc;The interior of Meridionalia is a harsh desert, not suitable for agriculture and troublesome to settle. We must, however, establish control over it.;;;;;;;;;;;;;
italia_irredenta_next_title;Italia Irredenta;;;;;;;;;;;;;
italia_irredenta_next_desc;With Italy Proper unified, the Italian State must look outwards. There are still many lands that have a considerable Italian population that are still part of other nations. We must unite all Italians no matter what!;;;;;;;;;;;;;
BYZ_accept_assyrians_title;Accept the Assyrians;;;;;;;;;;;;;
BYZ_accept_assyrians_desc;Centuries ago, the Middle East was an integral part of the Empire, populated by Christians and Aramaic-speaking peoples. This changed with the Arab Invasion, which swept away not just the Imperial Rule, but the very pillars upon which the local populace rested, which led to a gradual assimilation of the region. Though Ethiopian rule allowed the Christian populace to flourish, Islam nevertheless remained dominant. A reconquest of the region will be costly, but the locals would welcome us as liberators.;;;;;;;;;;;;;
BYZ_accept_syriacs_title;Accept the Syriacs;;;;;;;;;;;;;
BYZ_accept_syriacs_desc;Centuries ago, the Middle East was an integral part of the Empire, populated by Christians and Aramaic-speaking peoples. This changed with the Arab Invasion, which swept away not just the Imperial Rule, but the very pillars upon which the local populace rested, which led to a gradual assimilation of the region. Though Ethiopian rule allowed the Christian populace to flourish, Islam nevertheless remained dominant. A reconquest of the region will be costly, but the locals would welcome us as liberators.;;;;;;;;;;;;;
BYZ_accept_copts_title;Accept the Copts;;;;;;;;;;;;;
BYZ_accept_copts_desc;Centuries ago, the Middle East was an integral part of the Empire, populated by Christians and Aramaic-speaking peoples. This changed with the Arab Invasion, which swept away not just the Imperial Rule, but the very pillars upon which the local populace rested, which led to a gradual assimilation of the region. Though Ethiopian rule allowed the Christian populace to flourish, Islam nevertheless remained dominant. A reconquest of the region will be costly, but the locals would welcome us as liberators.;;;;;;;;;;;;;
AYL_colonize_greatplains_title;Colonize the Grandes Llanuras;;;;;;;;;;;;;
AYL_colonize_greatplains_desc;Security of our Northwestern border is of utmost importance. We must estabish control over the Plains.;;;;;;;;;;;;;
VRI_liberate_antillean_title;Liberate the Antillean;;;;;;;;;;;;;
VRI_liberate_antillean_desc;The Antillean Sea is still subject to colonialism, with many of its plantations bringing immense wealth to their respective overlords. In fact, in some cases, the grueling nature of labour made it more economically viable to simply keep importing more slaves in order to replace the dying ones instead of improving the working conditions. Though the decreasing profitability of the goods produced and an abolition of slavery in some European countries alleviated the situation, we can never be too sure to leave the Europeans to do what they want on our backyard.;;;;;;;;;;;;;
JIM_call_mcgill_title;Call McGill;;;;;;;;;;;;;
JIM_call_mcgill_desc;The Chucklander-Jimmylander war will be remembered for millenia.;;;;;;;;;;;;;
YUE_kapok_war_title;Kapok War;;;;;;;;;;;;;
YUE_kapok_war_desc;In $YEAR$, a failed coup attempt happened in $CAPITAL$, and though the perpetrators were unknown, the $COUNTRY_ADJ$ Government blamed their Southern neighbor and accused them of an attempt to subjugate the country. A rapid collapse of diplomatic relations ensued, and soon the two countries found themselves at war with each other. This was the start of the Kapok War - a prelude to Yue unification.;;;;;;;;;;;;;
NUB_coptic_education_title;Coptic Education;;;;;;;;;;;;;
NUB_coptic_education_desc;Nubia is an illiterate country. The Coptic Church's repeated attempts at establishing the basis of an education system all failed due to the calamities of recent decades. But, with the stabilization of both the internal and external situations, the state will take over these efforts and contact the Coptic University of Alexandria for expertise and assistance.;;;;;;;;;;;;;
NUB_import_crops_title;Import Western Crops;;;;;;;;;;;;;
NUB_import_crops_desc;Agriculture was always Nubia's strong suit. The fertile Nile Valley allowed us to grow large quantities of grain and fruit, with our southern regions even producing more expensive crops such as sugar. Though the traditional crops will always be an irreplaceable resource necessary for our survival, the fertility of Nubian lands allow for more valuable crops to be grown, such as tobacco and cotton. We will import a large amount of seeds from the West and plant them along the Nile, while also paying the farmers compensation for any inconveniences caused.;;;;;;;;;;;;;
NUB_increase_taxation_title;Increase Taxation;;;;;;;;;;;;;
NUB_increase_taxation_desc;Egypt to the north, Ethiopia to the south and the Fur to the west - Nubia is surrounded by enemies. Undertaking massive modernisation effort in such an environment is not easy. If we want to have spare funds to put into these projects, we will have to take funds from our population and army. It will not make either them happy, but if we are secure about our external situation, this is what we will have to do for the common good.;;;;;;;;;;;;;
NUB_eat_fashoda_title;Restore Order in the South;;;;;;;;;;;;;
NUB_eat_fashoda_desc;Nilotic tribes to our south have never been properly subjugated by either us or the Ethiopian Empire, with the latter receiving tribute from them, but not wanting to spend the time and resources to fully integrate them. With Ethiopia's collapse, they became independent. With a resurgent Ethiopia to our east, we cannot let this opportunity for expansion slide.;;;;;;;;;;;;;
NUB_retake_kordofan_title;Retake Kordofan;;;;;;;;;;;;;
NUB_retake_kordofan_desc;Kordofan was loosely controlled by the Ethiopian Empire during its height, with its population considering itself Nubian. However, beginning in the yearly 18th century, the Fur tribes to the west ramped up their efforts to penetrate the defenses in the area, eventually breaking through and seizing the region. Many locals, including the Oromo garrisons, were killed, enslaved or forcibly converted to Islam. It's time for the injustices to end.;;;;;;;;;;;;;
NUB_annex_darfur_title;Annex Darfur;;;;;;;;;;;;;
NUB_annex_darfur_desc;Lands west of Kordofan were never held by any civilized power. A multitude of tribes, with the most powerful of them being the Fur, roamed the desolate wasteland that wasn't worth the effort to conquer. Not anymore: integration of neighboring territories, modern methods of governance and, frankly, lack of other opportunisties for expansion make Darfur a logical choice for the next military campaign.;;;;;;;;;;;;;
NUB_integrate_nilotic_title;Integrate the Nilotics;;;;;;;;;;;;;
NUB_integrate_nilotic_desc;Nilotic people were always heavily intertwined with Nubia. Some of them, like Dinka, even originated in our lands. We can integrate them with ease.;;;;;;;;;;;;;
TAQ_import_intellectuals_title;Invite Coptic Clergy;;;;;;;;;;;;;
TAQ_import_intellectuals_desc;Preaching among the Dinka is not easy. While there has been some missionary activity during Ethiopia's height, the small amount of Christians in these lands did not allow for the formation of a solid number of clergy to appear. We will have to ask the Coptic Church in Nubia to send us some of their priests and missionaries.;;;;;;;;;;;;;
TAQ_end_slavery_title;End Slavery;;;;;;;;;;;;;
TAQ_end_slavery_desc;Slavery is a horrible practice propagated by the pagans and the Muslims. Maniyel himself was a rebellious slave, and, with enough support, we should be able to abolish the institution entirely.;;;;;;;;;;;;;
TAQ_cross_the_nile_title;Cross the Nile;;;;;;;;;;;;;
TAQ_cross_the_nile_desc;Across the Nile River live tribes yet unconquered by Maniyel, many of whom are Dinka. We should bring the light of Christ to these pagans!;;;;;;;;;;;;;
TAQ_southern_expansion_title;Southern Expansion;;;;;;;;;;;;;
TAQ_southern_expansion_desc;To our south are the Acholi, a Nilotic group similar to those of the north. And down the Nile, there are various small, but organized kingdoms on a big lake, which appears to be the source of the Nile. We must begin incursions into these lands.;;;;;;;;;;;;;
TAQ_reform_governance_title;Reform Governance;;;;;;;;;;;;;
TAQ_reform_governance_desc;Currently, our 'state' has no official structure, maintaining the original oragnization of a band of freemen lead by Maniyel, with the title 'Makkdom' slapped on it. We must create a state that will not crumble upon succession, and which can effectively resist foreign threats. This state will be known as the Anag Empire, a home for all peoples of the Southern Nile!;;;;;;;;;;;;;
TAQ_empire_of_the_nile_title;Empire of the Nile;;;;;;;;;;;;;
TAQ_empire_of_the_nile_desc;Unification of the peoples of the Southern Nile brought various rival groups together, and made them realise that they are very much alike, both in culture and language. In fact, as we go south, a clear pattern of division starts to appear: those whose languages resemble those of the Empire's North, and those who gravitate towards the south, beyond our Empire's reaches. One of such group are the Maasai, who have been dominating their neighbors for the past few decades. We will bring the Word to all peoples of the Southern Nile.;;;;;;;;;;;;;
TAQ_march_to_the_sea_title;March to the Sea;;;;;;;;;;;;;
TAQ_march_to_the_sea_desc;The Maasai, now properly integrated into the Anag Empire, have a history of incursions into the coastal area held by the Arabs and the Somalians known as Zanzibar. As our country becomes more and more familiar with the global community, we cannot be left without access to the sea. We will double down on these incursions.;;;;;;;;;;;;;
ETH_check_province_title;Smoke out the Rats;;;;;;;;;;;;;
ETH_check_province_desc;Bribes, threats and demonstrative violence - these are the tried and effective tools when dealing with an insurgency. Faking his death is one thing, but if Wube thinks he can successfully recuperate while hiding among a rebellious populace, he is dead wrong.;;;;;;;;;;;;;
ETH_ransack_province_title;Ransack Province;;;;;;;;;;;;;
ETH_ransack_province_desc;During the Zemene Mesafint, overtaxation and exploitation of civilian population became commonplace due to a vast majority of funds going towards warfare. Though with the cessation of hostilities this practice largely fell out of use, we could still employ this method to solve any financial issues at hand.\n§RAbuse of this practice will lead to demographic consequences!;;;;;;;;;;;;;
ETH_kill_jimmy_title;Conquer Jimma;;;;;;;;;;;;;
ETH_kill_jimmy_desc;The Kingdom of Jimma is an Oromo entity formed by elements loyal to the Emperor during the Zemene Mesafint. They refused to bow to Marye and his army following his victory, and thus they must be dealt with by force. To minimaze the effort required, we will wait until the end of the rainy season of Kiremt.;;;;;;;;;;;;;
ETH_invade_somalia_title;Invade Somalia;;;;;;;;;;;;;
ETH_invade_somalia_desc;There are many things one could say about Somalia, most of them not very pleasant to hear. Though epithets with which Amhara mothers curse the Somalis are truly fascinating, politics stand (at least slightly) above that.\nSomalia was subjugated over the course of the 16-17th centuries. The northern part was directly annexed and integrated, largely thanks to a channeling of the migrating Oromos into the formerly Somali lands, while in the south it was decided to set up a friendly Silcis Sultanate, a client state and a guarantor of peace. When the Imperial armies kept facing defeat after defeat in the north, the disloyal Somalis rose up in the south, with the Geledi clan coming out on top. In their barbarous ways, they wish to end Ethiopia and create an empire of their own. We will not let that happen.;;;;;;;;;;;;;
ETH_wild_oromos_title;Tame the Wild Oromo;;;;;;;;;;;;;
ETH_wild_oromos_desc;Controlling the Oromo is no easy task, especially in their own native lands south of Ethiopia. Though many Oromos that invaded our lands in the 16th century came to serve the Empire and eventually adopted our customs, there were those who remained in their ancestral steppes and hills, showing a fierce desire for independence and an unwillingness to cooperate. They were branded 'Wild' - both for their temper and their political status. Advancements of the current day allow us to effectively reach their lands and subjugate them beyond simply taking tribute.;;;;;;;;;;;;;
ETH_integrate_afar_title;Integrate Aussa;;;;;;;;;;;;;
ETH_integrate_afar_desc;The Afar proved to be a surprisingly loyal asset in our fight against Somalia. Not even once since being included in the Empire have they betrayed us, and they truly deserve a status equal to that of the Amhara.;;;;;;;;;;;;;
ETH_invade_nubia_title;Conquest of Nubia;;;;;;;;;;;;;
ETH_invade_nubia_desc;Ethiopian retreat from Nubia was comparatively orderly and very much non-chaotic, something which cannot be said about the events that unfolded in Syria, Egypt and pretty much every other part of the Empire. The local administration already consisted majorly of Nubians, and dealings with them were as effective as it got in the Imperial bureaucracy due to the region's high levels of integration.\nThe new Kingdom that arose after our retreat is not so keen on rejoining the Empire, though. Reintegrating Nubia would be easy, and would entail many benefits - perhaps, tonight is the time.;;;;;;;;;;;;;
ETH_invade_kordofan_title;Restore Order in Kordofan;;;;;;;;;;;;;
ETH_invade_kordofan_desc;Kordofan was always the most unstable of the Empire's peripheries. None have dealt us as many problems as the Fur nomads, Dinka raiders and disloyal locals. The balance in the region was kept by an artificially created Oromo population, which was moved here by the Imperial authorities with a single goal - to wage war against everyone and everything. And as the Empire started to cruble, things went downhill pretty quickly, with the Fur completely overtaking the region by 1737. The barbarians terribly mismanaged the lands and commited horrible atrocities against the locals. However disloyal they were, order must be restored in Kordofan.;;;;;;;;;;;;;
ETH_invade_egypt_title;Down the Nile;;;;;;;;;;;;;
ETH_invade_egypt_desc;The reconquest of Egypt is a heavy task. It was proposed countless times during the times of Marye of Yejju, it was his dream and an object of much thought and theoretisation over the years. But we were never this close to reclaiming the Empire's crown jewel. Alexandria, the seat of the Coptic Patriarchy, is within our grasp, control over a large population of loyal Copts and untold resources granted by the fertile Nile - all of these things could be ours again. Or, well, the Emperor's. Depends on how you look at it. But in any case, such a move would certainly put Ethiopia into the spotlight of Mediterranean politics once again.;;;;;;;;;;;;;
ETH_5y_decrease_infl_title;Leverage Political Connections;;;;;;;;;;;;;
ETH_5y_decrease_infl_desc;The Emperor is feared and respected across Ethiopia, even when his power is tied by the Regency. We can launch an offensive against it using the political capital accumulated throughout the years.\n§BThis decision can be taken once every 5 years.;;;;;;;;;;;;;
ETH_coup_regency_title;Launch a Coup;;;;;;;;;;;;;
ETH_coup_regency_desc;No matter what witty legal tricks the Regency attempts to use, or how hard they try to pose as a legitimate body, Negus's radiant power defeats all doubt in the hearts of the people. So much so that if it came to an open confrontation, the Emperor would wurely win.\n§RThough success is pretty much guaranteed, the Regency will surely put its vast network of connections to use, causing us harm depending on their current influence.;;;;;;;;;;;;;
ETH_invade_somalia_civilized_title;Reorganise Somalian Lands;;;;;;;;;;;;;
ETH_invade_somalia_civilized_desc;The reconquest of the lands seized by the Somalians was started several decades ago, but was never properly finished, with some areas still either residing under puppet sultans, or being entirely independent. We should fully integrate Somalia into the Empire.;;;;;;;;;;;;;
ETH_invade_kenya_civilized_title;Protectorate over Azania;;;;;;;;;;;;;
ETH_invade_kenya_civilized_desc;The region west of the Juba River, known to the Europeans as Azania, is split between the Somali-inhabited coast and the Shanqella-inhabited interior. As the region lies inbetween our domains, it would be wise to add the untamded highlands to our Empire, bringing the many local Shanqellas under our service.;;;;;;;;;;;;;
ETH_invade_equatoria_civilized_title;Tame the Southern Nile;;;;;;;;;;;;;
ETH_invade_equatoria_civilized_desc;Ethiopia has a long history of relations with the Shanqella, mostly that of enslavement. We didn't like them, they didn't like us, and only in the later years of the old Empire we started to spread Christianity among them, thus making some Shanqellas equal to us in our eyes. But our collapse stregthened their criminal beliefs, with only the man known as Maniyel being able to teach them some virtues. With advancements in medicine allowing us to effectively counteract the many illnesses found in the wilderness, we should claim the Southern Nile and integrate the locals.;;;;;;;;;;;;;
ETH_invade_nubia_civilized_title;Conquest of Nubia;;;;;;;;;;;;;
ETH_invade_nubia_civilized_desc;Ethiopian retreat from Nubia was comparatively orderly and very much non-chaotic, something which cannot be said about the events that unfolded in Syria, Egypt and pretty much every other part of the Empire. The local administration already consisted majorly of Nubians, and dealings with them were as effective as it got in the Imperial bureaucracy due to the region's high levels of integration.\nThe new Kingdom that arose after our retreat is not so keen on rejoining the Empire, though. Reintegrating Nubia would be easy, and would entail many benefits - perhaps, tonight is the time.;;;;;;;;;;;;;
ETH_invade_kordofan_civilized_title;Restore Order in Kordofan;;;;;;;;;;;;;
ETH_invade_kordofan_civilized_desc;Kordofan was always the most unstable of the Empire's peripheries. None have dealt us as many problems as the Fur nomads, Dinka raiders and disloyal locals. The balance in the region was kept by an artificially created Oromo population, which was moved here by the Imperial authorities with a single goal - to wage war against everyone and everything. And as the Empire started to cruble, things went downhill pretty quickly, with the Fur completely overtaking the region by 1737. The barbarians terribly mismanaged the lands and commited horrible atrocities against the locals. However disloyal they were, order must be restored in Kordofan.;;;;;;;;;;;;;
ETH_invade_egypt_civilized_title;Reconquest of Egypt;;;;;;;;;;;;;
ETH_invade_egypt_civilized_desc;The reconquest of Egypt is a heavy task. It was proposed countless times during the times of Marye of Yejju, it was his dream and an object of much thought and theoretisation over the years. But we were never this close to reclaiming the Empire's crown jewel. Alexandria, the seat of the Coptic Patriarchy, is within our grasp, control over a large population of loyal Copts and untold resources granted by the fertile Nile - all of these things would certainly put Ethiopia into the spotlight of Mediterranean politics once again.;;;;;;;;;;;;;
ETH_invade_syria_civilized_title;Reclaim Syrian Provinces;;;;;;;;;;;;;
ETH_invade_syria_civilized_desc;Syria and the Holy Land do not hold the same importance as they did four hundred years ago. But when we left these lands, we also left the population that we have worked hard on to Christianize and protect from Arabic influence. The may not have been the most loyal of subjects, but in the stormy waters of the current day they will not find a better alternative than to be an equal citizen of Ethiopia, their religious and cultural brethen.;;;;;;;;;;;;;
ETH_invade_armenia_civilized_title;Utilize Armenian Nationalism;;;;;;;;;;;;;
ETH_invade_armenia_civilized_desc;The Armenian Church is a unique institution in a sense that it holds very high importance among the Armenians themselves. It served as a prime unifying force and a source for the formation of the Armenian nation. Their amicable relations with the Coptic Church are fact that cannot be overlooked, and with our borders stretching all the way to Armenia (even encompassing some of them), we may use this fondness to pry Armenia away from Greek hands, in which Armenians feel less comfortable than they would have felt in ours.;;;;;;;;;;;;;
form_ethiopia_title;Become Negusa Nagast;;;;;;;;;;;;;
form_ethiopia_desc;Ethiopia fell into another Age of Princes shortly after unification. By destroying our rivals, we can install a new Emperor in Gonder and bring peace to the troubled lands.;;;;;;;;;;;;;
ETH_past_mistakes_title;Mistakes of the Past;;;;;;;;;;;;;
ETH_past_mistakes_desc;The Regency left quite a mess in its place. While their defeat was inevitable, we didn't make enough of an effort to isolate the enemy, which meant that government offices, military and the Church was stuffed with their supporters. With its leaders gone, the entire network went underground, becoming extremely difficult to smoke out but still being able to cause some ruckus. An organised effort will have to be made to solve this issue.;;;;;;;;;;;;;
ETH_restore_empire_title;Restore the Empire;;;;;;;;;;;;;
ETH_restore_empire_desc;After Ethiopia recovered from yet another civil war, it yearned to bring the military expertise gained during the civil war to its enemies. We might have been denied our imperial ambitions in the past, but now nothing stands before us and restoration of part glory.;;;;;;;;;;;;;
ARM_greater_armenia_title;Claim Greater Armenia;;;;;;;;;;;;;
ARM_greater_armenia_desc;Though Armenia managed to maintain its independence through the tumultous 19th century, many of our people still languish under the foreign boot. If the Armenian people are to thrive, we need to unify the diaspora and restore the glory of Old Armenia!;;;;;;;;;;;;;
BYZ_become_rhomania_title;A New Roman Identity;;;;;;;;;;;;;
BYZ_become_rhomania_desc;Debates about the Empire's official name have been ongoing for nearly a decade now. Calling ourselves Romans won't do, just as adopting a mocking name of Western origin. With these principles in mind, one proposal gained substantial traction: the name is to be Rhomania, an identity separate from Roman, yet still closely linked to it. Rhomania would satisfy the hardline Roman advocates, as it holds practically the same meaning, and the Greek nationalists, who wish to see Greek indentity espoused on the official level. It is time to part ways with the past, for Rhomania is the future!;;;;;;;;;;;;;
SOM_open_clan_menu_title;Open the Clans Menu;;;;;;;;;;;;;
SOM_open_clan_menu_desc;Open the menu to see more information on clans and  interact with them.;;;;;;;;;;;;;
SOM_subjugate_the_oromo_title;Subjugate the Oromo;;;;;;;;;;;;;
SOM_subjugate_the_oromo_desc;The Oromo were settled in our lands by Ethiopia in an effort to pacify the lands, as the loyal Oromos were supposed to keep the Somalis in line. For quite some time, the policy showed itself to be working, but mothing could save Ethiopian rule over Somalia following the collapse of their Empire. The loyalist Oromo fought bitterly, but in the end lost. No matter the hatred between us and them, we will have to come to terms with their large numbers inside out borders and integrate them, as well as their kin in the wild lands west.;;;;;;;;;;;;;
SOM_safeguard_zanj_title;Safeguard the Zanj Coast;;;;;;;;;;;;;
SOM_safeguard_zanj_desc;Our holdings on the Zanj Coast provide us control over important trade routes and give us valuable resources, which we are trading for immense profit to the Europeans. But we control only a strip of land by the coast, which is vulnerable to attacks by tribes from the inland. We need to subjugate these tribes and establish a strong presence inland.;;;;;;;;;;;;;
SOM_accept_tigray_title;Accept the Tigrayans;;;;;;;;;;;;;
SOM_accept_tigray_desc;Tigrayans have been living under the influence of Amhara culture for centuries, forming a single Ethiopian cultural continuum with it. But through secularization of interethnic relations and propaganda, we may pry away the Tigray nation from Ethiopia and earn their trust.;;;;;;;;;;;;;
ADU_kill_MAD_title;Expedition to Malai;;;;;;;;;;;;;
ADU_kill_MAD_desc;The Island of Malai has been under our influence since the 16th century, the time of our first landfall in the area. Wrestling it from the control of the Natives, we spread Islam in the coastal regions, trying to undermine the pagan authority, which we did successfully, as evidenced by our large domains on the island. However, Christian enroachment has been felt as of recently, ever since the establishment of their colonies on Bourbon and Mauritius. With our colonial forces no longer spread thin, we can justify an invasion of the island's interior in order to establish a colonial administration encompassing the entire island.;;;;;;;;;;;;
ADU_annex_AKR_title;Annex Antankarana;;;;;;;;;;;;;
ADU_annex_AKR_desc;Antankarana is a small chiefdom on the northern coast of Malai. As the age of imperialism comes, we are no longer in need of indirect rule, with the native chiefs as the middlemen.;;;;;;;;;;;;;
ARA_annex_najran_title;Annex Najran;;;;;;;;;;;;;
ARA_annex_najran_desc;The small Shia principality of Najran is a Yemeni polity established in the 17th century is the only remnant of the Zaydis. It was originally an ecclesiastic polity, but later shifted towards a more traditional secular power structure. Their hostility to us justifies our inevitable conquest of them.;;;;;;;;;;;;;
ARA_invade_oman_title;Invade Muscat;;;;;;;;;;;;;
ARA_invade_oman_desc;The Muscati Empire has long been an emeny of the Emirate of Diriyah, the two fighting for dominance in the Arabian Peninsula but never managing to fully crush the enemy. Now, it seems like the Muscati power is at an all-time low, and it would be a perfect opportunity to finish our unification of Arabia.;;;;;;;;;;;;;
ARA_unification_call_title;Call for Unification;;;;;;;;;;;;;
ARA_unification_call_desc;With the fall of the Sultanate of Muscat, we are the only major power left on the peninsula. It is time to move north and liberate Mashriq from all sorts of unbelievers!;;;;;;;;;;;;
ARA_proclaim_caliphate_title;Proclaim the Wahhabi Caliphate;;;;;;;;;;;;;
ARA_proclaim_caliphate_desc;The Wahhabi movement has reached incredible heights. Our conquests are spoken of in all corners of the world, for a few decades ago our name was not known to those outside of the region. And out of a small desert statelet we have carved out a great empire - thus let us proclaim the Caliphate of the Unitarians and bring forth a new Golden Age of Islam!;;;;;;;;;;;;
HDJ_call_NAJ_title;Request help from Najran;;;;;;;;;;;;;
HDJ_call_NAJ_desc;The small Shia principality of Najran is a Yemeni polity established in the 17th century is the only remnant of the Zaydis. It was originally an ecclesiastic polity, but later shifted towards a more traditional secular power structure. While they are Shia and have no reason to cooperate with us outside of the current circumstances, we could convince them that the Hedjazi revolt is their last hope in the face of Wahhabi domination of the entire peninsula.;;;;;;;;;;;;;
YEM_eat_najran_title;Incorporate Najran;;;;;;;;;;;;;
YEM_eat_najran_desc;The small Shia principality of Najran is a Yemeni polity established in the 17th century is the only remnant of the Zaydis. It was originally an ecclesiastic polity, but later shifted towards a more traditional secular power structure. It is the only other independent Yemeni state, and their subjugation will untie our hands in all foreign affairs.;;;;;;;;;;;;;
NAJ_become_yemen_title;Claim Yemeni Leadership;;;;;;;;;;;;;
NAJ_become_yemen_desc;The Principality of Najran was established in the 17th century as an ecclesiastic polity, without any ambition to participate in Yemeni politics. However, the situation we find ourselves in presents a perfect opportunity to establish Shia rule over Yemen and bring peace to the land.;;;;;;;;;;;;;
NAJ_tagswitch_yemen_title;Move court to Sana'a;;;;;;;;;;;;;
NAJ_tagswitch_yemen_desc;Governance would be more efficient if we moved our capital closer to the Yemeni heartland, allowing us to use the locals in the governing process and legitimizing our state.;;;;;;;;;;;;;
YEM_southern_yemen_title;Claim Hadhramaut;;;;;;;;;;;;;
YEM_southern_yemen_desc;Hadhramaut is a region traditionally considered Yemeni that was forcefully deprived by the Muscati Empire. Discontent is frequent among the tribes, and many of them promise that if we were to lend them support, they would start an uprising in order to unite Yemen.;;;;;;;;;;;;;
YEM_asir_title;Claim Asir;;;;;;;;;;;;;
YEM_asir_desc;Asir is a mountainous region to our north. The local tribes would welcome our rule if we employed the same methods tat we use when dealing with the southern tribes of Yemen.;;;;;;;;;;;;;
OMA_annex_hadhramaut_title;End the Hadhramaut Governorate;;;;;;;;;;;;;
OMA_annex_hadhramaut_desc;The Hadhramaut Governorate was established in 1812 as a half-hearted attempt to keep the Yemeni tribes content with Muscati rule. It is now evident that the governorate has outlived its usefullness, as advancements in governance allow us to directly control the land. We shall seek further centralization if we want to modernize the country.;;;;;;;;;;;;;
OMA_spread_ibadism_title;Authorise Missionary Efforts;;;;;;;;;;;;;
OMA_spread_ibadism_desc;Ibadi Islam is the faith of the Sultan and of the majority of the population in Muscat, but not outside of it. Large swathes of land, primarily in Hadhramaut and in the Persian Gulf do not follow Ibadism. Small-scale efforts to convert the locals have been made, but with centralization in full swing, we shall devote more attention to the matter.;;;;;;;;;;;;;
OMA_reconquer_zanj_coast_title;Reconquer the Zanj Coast;;;;;;;;;;;;;
OMA_reconquer_zanj_coast_desc;We lost the Zanj Coast to the Geledi following their rapid rise after the fall of Ethiopia. Though our powerful navy protected Zanzibar, the mainland was under firm control of the Somali tribes. Circumstances have led to us regaining the main portion of our holdings, and we shall claim the rest of the coast in order to secure greated control over trade.;;;;;;;;;;;;
OMA_hegemony_over_eastafrica_title;Hegemony over the East African Coast;;;;;;;;;;;;;
OMA_hegemony_over_eastafrica_desc;Our glorious conquest of the Zanj Coast gave us dominion over many Swahili-speaking peoples. With them already holding considerable influence in out country, we might as well declare a complete integration of the Swahili and lay claim to all of their lands, including those held by Al-Andalus.;;;;;;;;;;;;;
OMA_form_sayhad_title;Form Sayhad;;;;;;;;;;;;;
OMA_form_sayhad_desc;Muscat faces destruction at the hands of the Pan-Arabist movement. Our state is to be integrated into the larger Arab identity, and our people are to lose their unique worldview. But not all is lost: our dominant position in Southern Arabia opens an opportunity for the creation of a new identity. Sayhad was a region in modern-day Yemen appearing on some old maps, and its undefined nature allows us to shape it however we like, while maintaining the legitimacy of our new title. We shall adopt it as a defining state ideology.;;;;;;;;;;;;;
OMA_enforce_sayhadi_education_title;Enforce Sayhadi Education;;;;;;;;;;;;;
OMA_enforce_sayhadi_education_desc;Building a national identity is not an easy thing. With many tribes abandoning their traditional nomadic lifestyle and settling down, we receive a large amount of children to educate in schools, which opens way for mass indoctrination. The state aesthetics will be formed accordingly, based on experience from the West, in order to spread the Sayhadi identity among adults.;;;;;;;;;;;;;
ARA_bedouin_leadership_title;Claim Bedouin Leadership;;;;;;;;;;;;;
ARA_bedouin_leadership_desc;The deserts of Central Arabia are divided between two powers. We will mobilize the tribes and claim a dominant position among the Bedouins!;;;;;;;;;;;;;
ARA_claim_central_arabia_title;Claim Central Arabia;;;;;;;;;;;;;
ARA_claim_central_arabia_desc;Central Arabia was dominated by the Wahhabi Emirate of Diriyah, until its demise at the hands of various rebels. The fall of this state created a power vacuum in Central Arabia, one which we are now powerful enough to fill.;;;;;;;;;;;;;
ARA_unite_arabia_title;Unite Central Arabia;;;;;;;;;;;;;
ARA_unite_arabia_desc;Our control over Hedjaz, Hejd and Ha'il is now solidified. We shall create a new, centralized state and modernize the tribes, creating a synthesis of Islamic tradition and Western modernity.;;;;;;;;;;;;;
ZPD_influence_ngf_title;North German League;;;;;;;;;;;;;
ZPD_influence_ngf_desc;The Bavarian-led German Confederation is clearly just a tool that Munich uses to cpread its influence and subjugate the German states. If we were to damage the international standing of Bavaria, we could convince the North German states to challenge the Southern dominance by creating a union of their own, with the first step towards a political federation being a break with Bavaria.;;;;;;;;;;;;;
BYZ_release_exarchate_syria_title;Create the Exarchate of Syria;;;;;;;;;;;;;
BYZ_release_exarchate_syria_desc;The partisan war that the Syriac population had started against us brought untold destruction to the region of Syria, while also damaging our reputation worldwide and causing trouble on the homefront. Calls are heard from even the war hawks to stop the needless waste of resources and attempt to salvage what we can by granting Syria some autonomy.;;;;;;;;;;;;;
EGY_amman_convention_title;Delineate the Sham Desert;;;;;;;;;;;;;
EGY_amman_convention_desc;Our tragic loss of Northern Sham made it so the desert to the east is no longer our sole domain that we don't have to worry about. The global trend of enroachment on yet unclaimed lands is obvious, and there is a good chance that Constantinople may become interested in the aformentioned desert in the coming future. We should offer the Greeks to prevent any potential border conflicts in advance by figuring out the borders in the desert.;;;;;;;;;;;;;
BYZ_organize_iraq_title;Organize Mesopotamia;;;;;;;;;;;;;
BYZ_organize_iraq_desc;More than a thousand years after $COUNTRY_ADJ$ troops last sent foot in Mesopotamia, we have wrestled control of the region from the Muslims. But, just like before, it won't be easy to hold, as there is little to no loyal populace that we can rely on, with only small amounts of Assyrians present. It would be beneficial to immediately organize the region as an Exarchate and prepare to transfer governance to a loyal population base.;;;;;;;;;;;;;
BYZ_exarchate_of_assyria_title;Create the Exarchate of Assyria;;;;;;;;;;;;;
